Date,Symbol,Open,High,Low,Close,Volume,Deliverable Volume
2021-08-23,INDUSINDBK,988.1,998.9,964.1,988.6,2914978,1077558
2021-08-24,INDUSINDBK,990.2,1009.0,987.0,1005.05,2510063,944555
2021-08-25,INDUSINDBK,1009.9,1013.9,998.2,1005.55,2105187,810357
2021-08-26,INDUSINDBK,1000.0,1012.65,998.1,1001.5,1971408,876941
2021-08-27,INDUSINDBK,997.0,1000.85,987.0,990.2,2368969,1042454
2021-08-30,INDUSINDBK,995.3,1012.0,991.3,1005.1,2868604,1581593
2021-08-31,INDUSINDBK,1009.0,1009.8,990.0,992.4,3138652,978277
2021-09-01,INDUSINDBK,994.0,1025.0,993.0,998.75,3854558,1139028
2021-09-02,INDUSINDBK,1002.7,1012.5,995.2,1010.1,2136382,762456
2021-09-03,INDUSINDBK,1010.0,1028.65,996.55,1003.75,5363972,2140731
2021-09-06,INDUSINDBK,1006.0,1008.3,991.0,991.95,3349749,1674225
2021-09-07,INDUSINDBK,992.05,1012.0,984.15,1001.25,5483796,2528125
2021-09-08,INDUSINDBK,1013.2,1021.8,992.4,999.6,6385224,2940992
2021-09-09,INDUSINDBK,1000.0,1006.9,993.5,999.5,3193603,1586898
2021-09-13,INDUSINDBK,1004.0,1004.0,992.65,996.3,2386618,1158022
2021-09-14,INDUSINDBK,999.0,1039.0,997.6,1036.6,7838383,4155548
2021-09-15,INDUSINDBK,1036.0,1062.0,1027.5,1053.95,6071710,2018735
2021-09-16,INDUSINDBK,1071.0,1186.5,1071.0,1130.95,27230283,5450819
2021-09-17,INDUSINDBK,1137.5,1146.55,1112.35,1130.0,5784278,1486566
2021-09-20,INDUSINDBK,1115.0,1132.4,1084.6,1089.95,2954179,815838
2021-09-21,INDUSINDBK,1091.0,1143.15,1085.0,1137.55,6332732,1774924
2021-09-22,INDUSINDBK,1145.0,1157.85,1128.2,1141.4,5587136,2077292
2021-09-23,INDUSINDBK,1150.0,1175.0,1147.0,1169.15,4879235,2221493
2021-09-24,INDUSINDBK,1172.2,1189.35,1141.25,1163.05,4615559,1498933
2021-09-27,INDUSINDBK,1172.0,1177.95,1144.9,1150.7,3083520,1524727
2021-09-28,INDUSINDBK,1160.0,1160.0,1119.0,1134.75,3684708,1608400
2021-09-29,INDUSINDBK,1127.1,1136.9,1114.1,1123.2,5574048,3280298
2021-09-30,INDUSINDBK,1125.0,1134.9,1107.0,1111.9,3180267,938533
2021-10-01,INDUSINDBK,1104.0,1112.0,1091.3,1104.05,1940798,523160
2021-10-04,INDUSINDBK,1107.5,1125.0,1106.0,1119.8,1817348,565589
2021-10-05,INDUSINDBK,1116.8,1177.1,1108.65,1168.6,5270013,2036692
2021-10-06,INDUSINDBK,1178.45,1179.15,1126.7,1131.85,3329243,1162242
2021-10-07,INDUSINDBK,1143.0,1186.15,1140.05,1166.7,4002618,1475376
2021-10-08,INDUSINDBK,1179.4,1180.0,1158.4,1174.4,2344868,794409
2021-10-11,INDUSINDBK,1172.65,1194.45,1170.0,1173.25,2535840,1010466
2021-10-12,INDUSINDBK,1165.0,1196.0,1160.05,1181.9,2354120,626964
2021-10-13,INDUSINDBK,1188.1,1191.95,1175.25,1184.5,1235622,349034
2021-10-14,INDUSINDBK,1190.0,1215.0,1161.8,1210.0,3315820,945006
2021-10-18,INDUSINDBK,1221.0,1229.65,1196.05,1219.6,4512591,1598752
2021-10-19,INDUSINDBK,1222.0,1240.0,1185.6,1194.0,3879525,1370797
2021-10-20,INDUSINDBK,1190.0,1213.9,1172.45,1201.7,2850772,1001623
2021-10-21,INDUSINDBK,1205.0,1210.95,1165.2,1184.4,2408608,737958
2021-10-22,INDUSINDBK,1192.05,1204.7,1176.8,1196.4,2618946,939973
2021-10-25,INDUSINDBK,1205.95,1211.0,1156.7,1177.75,3612312,1399660
2021-10-26,INDUSINDBK,1180.0,1193.0,1137.7,1154.9,3413917,1192859
2021-10-27,INDUSINDBK,1156.0,1163.85,1122.0,1142.55,4329232,1674709
2021-10-28,INDUSINDBK,1172.0,1242.0,1169.25,1176.0,17223159,2538306
2021-10-29,INDUSINDBK,1166.95,1182.0,1123.6,1140.2,5112475,1001926
2021-11-01,INDUSINDBK,1158.0,1235.0,1146.05,1229.1,10563295,2734502
2021-11-02,INDUSINDBK,1220.0,1240.1,1207.0,1212.55,3730392,944024
2021-11-03,INDUSINDBK,1215.0,1220.0,1174.25,1177.95,2922214,968749
2021-11-04,INDUSINDBK,1195.0,1195.0,1185.0,1189.1,278458,78954
2021-11-08,INDUSINDBK,1130.0,1130.0,1041.6,1061.15,29099645,8975855
2021-11-09,INDUSINDBK,1081.0,1084.9,1062.5,1068.25,7752739,2298457
2021-11-10,INDUSINDBK,1066.8,1066.8,1027.8,1032.2,6796906,2675724
2021-11-11,INDUSINDBK,1032.2,1038.0,1020.5,1033.3,4527396,1090450
2021-11-12,INDUSINDBK,1040.0,1043.5,1028.55,1037.05,3479296,1552813
2021-11-15,INDUSINDBK,1042.0,1051.0,1032.55,1041.5,3105993,1235941
2021-11-16,INDUSINDBK,1042.0,1046.0,1018.25,1020.9,2685826,1020125
2021-11-17,INDUSINDBK,1017.9,1042.0,1014.0,1034.0,3042496,850859
2021-11-18,INDUSINDBK,1031.8,1042.0,1002.3,1008.45,3244457,1138856
2021-11-22,INDUSINDBK,1024.0,1025.9,988.55,1006.9,6198324,2791181
2021-11-23,INDUSINDBK,995.0,1010.0,974.0,981.35,8136685,3718144
2021-11-24,INDUSINDBK,989.0,993.65,966.0,970.4,6646771,3486077
2021-11-25,INDUSINDBK,968.0,970.0,951.35,959.3,5711537,2601828
2021-11-26,INDUSINDBK,951.0,956.95,898.0,901.8,6746021,2392162
2021-11-29,INDUSINDBK,926.9,938.0,888.85,895.45,11905868,3557297
2021-11-30,INDUSINDBK,902.0,927.5,875.7,883.0,6964145,1922579
2021-12-01,INDUSINDBK,891.0,938.75,890.15,933.65,14626216,4635520
2021-12-02,INDUSINDBK,935.0,950.0,925.65,945.55,5703967,2126377
2021-12-03,INDUSINDBK,944.95,957.85,938.5,951.15,4928235,1820339
2021-12-06,INDUSINDBK,952.0,952.0,914.0,915.65,4617346,1133646
2021-12-07,INDUSINDBK,922.9,936.5,920.8,926.65,3434735,1035187
2021-12-08,INDUSINDBK,936.0,949.0,932.5,945.3,3774244,1638462
2021-12-09,INDUSINDBK,947.0,950.5,938.2,946.4,3111606,918095
2021-12-10,INDUSINDBK,960.0,968.0,938.0,944.75,6605152,1209714
2021-12-13,INDUSINDBK,954.3,955.6,934.2,938.55,2681792,875450
2021-12-14,INDUSINDBK,932.0,949.15,924.2,946.05,2725729,726837
2021-12-15,INDUSINDBK,944.95,950.85,937.0,938.55,2266938,924785
2021-12-16,INDUSINDBK,945.0,949.35,921.15,928.3,2457432,762959
2021-12-17,INDUSINDBK,926.0,929.0,880.25,883.0,4786306,1869431
2021-12-20,INDUSINDBK,874.0,874.0,830.8,846.1,4700733,1829546
2021-12-21,INDUSINDBK,855.05,867.95,848.35,857.2,3568436,1645460
2021-12-22,INDUSINDBK,861.45,885.0,861.0,871.75,3619713,1089124
2021-12-23,INDUSINDBK,879.9,884.0,869.0,871.1,2642247,1100509
2021-12-24,INDUSINDBK,878.0,878.8,846.8,861.15,3462247,512747
2021-12-27,INDUSINDBK,843.0,861.8,811.5,855.25,12325932,3696230
2021-12-28,INDUSINDBK,864.0,865.75,845.1,852.65,4660498,1729853
2021-12-29,INDUSINDBK,854.05,874.9,854.0,870.0,6067054,1626833
2021-12-30,INDUSINDBK,864.0,893.45,860.0,885.4,12354342,6852634
2021-12-31,INDUSINDBK,881.5,892.9,878.4,888.15,3606043,1315936
2022-01-03,INDUSINDBK,888.2,915.5,876.7,912.3,5594214,2150122
2022-01-04,INDUSINDBK,915.0,917.95,896.1,904.4,4102750,1484880
2022-01-05,INDUSINDBK,905.0,911.9,892.25,903.95,5448165,2361942
2022-01-06,INDUSINDBK,895.25,924.0,885.05,921.7,5209239,1367861
2022-01-07,INDUSINDBK,926.5,938.45,916.1,922.25,4207773,1083606
2022-01-10,INDUSINDBK,926.9,929.85,918.0,920.85,2569322,1280742
2022-01-11,INDUSINDBK,927.0,935.05,914.0,917.95,3383081,1239927
2022-01-12,INDUSINDBK,928.0,946.6,920.1,941.55,5506622,2309133
2022-01-13,INDUSINDBK,948.0,950.0,926.0,927.1,2109207,841992
2022-01-14,INDUSINDBK,919.1,926.65,913.25,920.05,2557488,1033776
